pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
8J6Z,BCR,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-36021,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J6Z.cif,emd_36021.map.gz
8J7A,BCR,ELECTRON MICROSCOPY,3.06,Arabidopsis thaliana,3702,EMD-36036,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7A.cif,emd_36036.map.gz
8J7B,BCR,ELECTRON MICROSCOPY,3.22,Arabidopsis thaliana,3702,EMD-36037,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7B.cif,emd_36037.map.gz
8JJR,BCR,ELECTRON MICROSCOPY,2.8,Symbiodinium sp.,2950,EMD-36366,Architecture of symbiotic dinoflagellate photosystem I-light-harvesting supercomplex in Symbiodinium.,"Zhao, L.S., Wang, N., Li, K., Li, C.Y., Guo, J.P., He, F.Y., Liu, G.M., Chen, X.L., Gao, J., Liu, L.N., Zhang, Y.Z.",Nat Commun,2024,N/A,N/A,8JJR.cif,emd_36366.map.gz
8JW0,BCR,ELECTRON MICROSCOPY,2.9,Amphidinium carterae,2961,EMD-36678,Structures and organizations of PSI-AcpPCI supercomplexes from red tidal and coral symbiotic photosynthetic dinoflagellates.,"Li, X., Li, Z., Wang, F., Zhao, S., Xu, C., Mao, Z., Duan, J., Feng, Y., Yang, Y., Shen, L., Wang, G., Yang, Y., Yu, L.J., Sang, M., Han, G., Wang, X., Kuang, T., Shen, J.R., Wang, W.",Proc.Natl.Acad.Sci.USA,2024,N/A,N/A,8JW0.cif,emd_36678.map.gz
8JZE,BCR,ELECTRON MICROSCOPY,2.99,Symbiodinium,2949,EMD-36742,Structures and organizations of PSI-AcpPCI supercomplexes from red tidal and coral symbiotic photosynthetic dinoflagellates.,"Li, X., Li, Z., Wang, F., Zhao, S., Xu, C., Mao, Z., Duan, J., Feng, Y., Yang, Y., Shen, L., Wang, G., Yang, Y., Yu, L.J., Sang, M., Han, G., Wang, X., Kuang, T., Shen, J.R., Wang, W.",Proc.Natl.Acad.Sci.USA,2024,N/A,N/A,8JZE.cif,emd_36742.map.gz
8JZF,BCR,ELECTRON MICROSCOPY,2.7,Symbiodinium,2949,EMD-36743,Structures and organizations of PSI-AcpPCI supercomplexes from red tidal and coral symbiotic photosynthetic dinoflagellates.,"Li, X., Li, Z., Wang, F., Zhao, S., Xu, C., Mao, Z., Duan, J., Feng, Y., Yang, Y., Shen, L., Wang, G., Yang, Y., Yu, L.J., Sang, M., Han, G., Wang, X., Kuang, T., Shen, J.R., Wang, W.",Proc.Natl.Acad.Sci.USA,2024,N/A,N/A,8JZF.cif,emd_36743.map.gz
8KDE,BCR,ELECTRON MICROSCOPY,2.6,Chlamydomonas reinhardtii,3055,EMD-37133,Structural basis for an early stage of the photosystem II repair cycle in Chlamydomonas reinhardtii.,"Li, A., You, T., Pang, X., Wang, Y., Tian, L., Li, X., Liu, Z.",Nat Commun,2024,N/A,N/A,8KDE.cif,emd_37133.map.gz
8R2I,BCR,ELECTRON MICROSCOPY,2.9,Chlamydomonas reinhardtii,3055,EMD-18848,Structure of native photosystem II assembly intermediate from Chlamydomonas reinhardtii .,"Fadeeva, M., Klaiman, D., Kandiah, E., Nelson, N.",Front Plant Sci,2023,N/A,N/A,8R2I.cif,emd_18848.map.gz
8TOW,BCR,ELECTRON MICROSCOPY,2.14,Synechocystis sp. PCC 6803,1148,EMD-41460,Mutation-induced shift of the photosystem II active site reveals insight into conserved water channels.,"Flesher, D.A., Liu, J., Wang, J., Gisriel, C.J., Yang, K.R., Batista, V.S., Debus, R.J., Brudvig, G.W.",J.Biol.Chem.,2024,N/A,N/A,8TOW.cif,emd_41460.map.gz
8VU3,BCR,ELECTRON MICROSCOPY,2.27,Parathermosynechococcus lividus,33070,EMD-43525,The cryo-EM structure of a biohybrid photosystem I photocatalyst reveals the locations of bound platinum nanoparticles,"Gisriel, C.J., Malavath, T., Brudvig, G.W., Utschig, L.M.",To Be Published,N/A,N/A,N/A,8VU3.cif,emd_43525.map.gz
8WEY,BCR,ELECTRON MICROSCOPY,1.92,Cyanidium caldarium,2771,EMD-37480,The structure of PSI-LHCI from Cyanidium caldarium provides evolutionary insights into conservation and diversity of red-lineage LHCs.,"Kato, K., Hamaguchi, T., Kumazawa, M., Nakajima, Y., Ifuku, K., Hirooka, S., Hirose, Y., Miyagishima, S.Y., Suzuki, T., Kawakami, K., Dohmae, N., Yonekura, K., Shen, J.R., Nagao, R.",Proc.Natl.Acad.Sci.USA,2024,N/A,N/A,8WEY.cif,emd_37480.map.gz
8WGH,BCR,ELECTRON MICROSCOPY,2.4,Fittonia albivenis,141305,EMD-37513,Structure of the red-shifted Fittonia albivenis photosystem I.,"Li, X., Huang, G., Zhu, L., Hao, C., Sui, S.F., Qin, X.",Nat Commun,2024,N/A,N/A,8WGH.cif,emd_37513.map.gz
8WQL,BCR,ELECTRON MICROSCOPY,3.5,Arthrospira sp. FACHB-439,153964,EMD-37749,Structure of in situ PBS-PSII supercomplex at 3.5 Angstroms resolution.,"You, X., Zhang, X., Xiao, Y.N., Sun, S., Sui, S.F.",To Be Published,N/A,N/A,N/A,8WQL.cif,emd_37749.map.gz
8XLS,BCR,ELECTRON MICROSCOPY,2.3,Thalassiosira pseudonana CCMP1335,296543,EMD-38457,Structural basis for molecular assembly of fucoxanthin chlorophyll a / c -binding proteins in a diatom photosystem I supercomplex.,"Kato, K., Nakajima, Y., Xing, J., Kumazawa, M., Ogawa, H., Shen, J.R., Ifuku, K., Nagao, R.",Elife,2024,N/A,N/A,8XLS.cif,emd_38457.map.gz
8Z11,BCR,ELECTRON MICROSCOPY,2.74,Isochrysis galbana,37099,EMD-39717,Structural insights into the assembly and energy transfer of haptophyte photosystem I-light-harvesting supercomplex.,"He, F.Y., Zhao, L.S., Qu, X.X., Li, K., Guo, J.P., Zhao, F., Wang, N., Qin, B.Y., Chen, X.L., Gao, J., Liu, L.N., Zhang, Y.Z.",Proc.Natl.Acad.Sci.USA,2024,N/A,N/A,8Z11.cif,emd_39717.map.gz
8Z9D,BCR,ELECTRON MICROSCOPY,3.22,Spinacia oleracea,3562,EMD-39860,Architecture and functional regulation of a plant PSII-LHCII megacomplex.,"Shan, J., Niedzwiedzki, D.M., Tomar, R.S., Liu, Z., Liu, H.",Sci Adv,2024,N/A,N/A,8Z9D.cif,emd_39860.map.gz
8ZEE,BCR,ELECTRON MICROSCOPY,2.9,Chlamydomonas reinhardtii,3055,EMD-60026,Structural basis for an early stage of the photosystem II repair cycle in Chlamydomonas reinhardtii.,"Li, A., You, T., Pang, X., Wang, Y., Tian, L., Li, X., Liu, Z.",Nat Commun,2024,N/A,N/A,8ZEE.cif,emd_60026.map.gz
8ZEH,BCR,ELECTRON MICROSCOPY,2.78,Thalassiosira pseudonana CCMP1335,296543,EMD-60032,Structures of PSI-FCPI from Thalassiosira pseudonana grown under high light provide evidence for convergent evolution and light-adaptive strategies in diatom FCPIs.,"Feng, Y., Li, Z., Yang, Y., Shen, L., Li, X., Liu, X., Zhang, X., Zhang, J., Ren, F., Wang, Y., Liu, C., Han, G., Wang, X., Kuang, T., Shen, J.R., Wang, W.",J Integr Plant Biol,2024,N/A,N/A,8ZEH.cif,emd_60032.map.gz
8ZET,BCR,ELECTRON MICROSCOPY,3.2,Thalassiosira pseudonana CCMP1335,296543,EMD-60044,Structures of PSI-FCPI from Thalassiosira pseudonana grown under high light provide evidence for convergent evolution and light-adaptive strategies in diatom FCPIs.,"Feng, Y., Li, Z., Yang, Y., Shen, L., Li, X., Liu, X., Zhang, X., Zhang, J., Ren, F., Wang, Y., Liu, C., Han, G., Wang, X., Kuang, T., Shen, J.R., Wang, W.",J Integr Plant Biol,2024,N/A,N/A,8ZET.cif,emd_60044.map.gz
9AU4,BCR,ELECTRON MICROSCOPY,2.03,Synechocystis sp. PCC 6803,1148,EMD-43843,Cryo-EM structure of a photosystem I variant containing an unusual plastoquinone derivative in its electron transfer chain.,"Gisriel, C.J., Kurashov, V., Iwig, D.F., Russell, B.P., Vinyard, D.J., Brudvig, G.W., Golbeck, J.H., Lakshmi, K.V.",Sci Adv,2024,N/A,N/A,9AU4.cif,emd_43843.map.gz
9EH5,BCR,ELECTRON MICROSCOPY,1.97,Synechocystis sp. PCC 6803,1148,EMD-48046,Structure of a mutated photosystem II complex reveals changes to the hydrogen-bonding network that affect proton egress during O-O bond formation.,"Flesher, D.A., Shin, J., Debus, R.J., Brudvig, G.W.",J.Biol.Chem.,2025,N/A,N/A,9EH5.cif,emd_48046.map.gz
9ES7,BCR,ELECTRON MICROSCOPY,1.94,Spinacia oleracea,3562,EMD-19938,Molecular basis of plastoquinone reduction in plant cytochrome b 6 f.,"Pintscher, S., Pietras, R., Mielecki, B., Szwalec, M., Wojcik-Augustyn, A., Indyka, P., Rawski, M., Koziej, L., Jaciuk, M., Wazny, G., Glatt, S., Osyczka, A.",Nat.Plants,2024,N/A,N/A,9ES7.cif,emd_19938.map.gz
9ES8,BCR,ELECTRON MICROSCOPY,2.24,Spinacia oleracea,3562,EMD-19939,Molecular basis of plastoquinone reduction in plant cytochrome b 6 f.,"Pintscher, S., Pietras, R., Mielecki, B., Szwalec, M., Wojcik-Augustyn, A., Indyka, P., Rawski, M., Koziej, L., Jaciuk, M., Wazny, G., Glatt, S., Osyczka, A.",Nat.Plants,2024,N/A,N/A,9ES8.cif,emd_19939.map.gz
9ES9,BCR,ELECTRON MICROSCOPY,2.33,Spinacia oleracea,3562,EMD-19940,Molecular basis of plastoquinone reduction in plant cytochrome b 6 f.,"Pintscher, S., Pietras, R., Mielecki, B., Szwalec, M., Wojcik-Augustyn, A., Indyka, P., Rawski, M., Koziej, L., Jaciuk, M., Wazny, G., Glatt, S., Osyczka, A.",Nat.Plants,2024,N/A,N/A,9ES9.cif,emd_19940.map.gz
9EVX,BCR,ELECTRON MICROSCOPY,1.71,Thermosynechococcus vestitus BP-1,197221,EMD-50019,Cryo-electron microscopy reveals hydrogen positions and water networks in photosystem II.,"Hussein, R., Graca, A., Forsman, J., Aydin, A.O., Hall, M., Gaetcke, J., Chernev, P., Wendler, P., Dobbek, H., Messinger, J., Zouni, A., Schroder, W.P.",Science,2024,N/A,N/A,9EVX.cif,emd_50019.map.gz
9GRX,BCR,ELECTRON MICROSCOPY,3.19,Spinacia oleracea,3562,EMD-51527,Cryo-EM structure of the NDH-PSI-LHCI supercomplex from Spinacia oleracea.,"Introini, B., Hahn, A., Kuhlbrandt, W.",Nat.Struct.Mol.Biol.,2025,N/A,N/A,9GRX.cif,emd_51527.map.gz
9INK,BCR,X-RAY DIFFRACTION,2.7,Schistocerca gregaria,7010,N/A,Structural basis of selective beta-carotene binding by a soluble protein.,"Egorkin, N.A., Dominnik, E.E., Raevskii, R.I., Kuklina, D.D., Varfolomeeva, L.A., Popov, V.O., Boyko, K.M., Sluchanko, N.N.",Structure,2024,N/A,N/A,9INK.cif,N/A
9KQP,BCR,ELECTRON MICROSCOPY,1.92,Coccomyxa subellipsoidea C-169,574566,EMD-62511,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQP.cif,emd_62511.map.gz
9KQQ,BCR,ELECTRON MICROSCOPY,2.06,Coccomyxa subellipsoidea C-169,574566,EMD-62512,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQQ.cif,emd_62512.map.gz
2UVN,ECN,X-RAY DIFFRACTION,3.0,Mycobacterium tuberculosis H37Rv,83332,N/A,"Mycobacterium Tuberculosis Cyp130: Crystal Structure, Biophysical Characterization, and Interactions with Antifungal Azole Drugs","Ouellet, H., Podust, L.M., Ortiz de Montellano, P.R.",J.Biol.Chem.,2008,N/A,N/A,2UVN.cif,N/A
3JUS,ECN,X-RAY DIFFRACTION,2.9,Homo sapiens,9606,N/A,Structural basis of human CYP51 inhibition by antifungal azoles.,"Strushkevich, N., Usanov, S.A., Park, H.W.",J. Mol. Biol.,2010,N/A,N/A,3JUS.cif,N/A
3OZV,ECN,X-RAY DIFFRACTION,2.4,Cupriavidus necator H16,381666,N/A,Structure of Ralstonia eutropha Flavohemoglobin in Complex with Three Antibiotic Azole Compounds.,"El Hammi, E., Warkentin, E., Demmer, U., Limam, F., Marzouki, N.M., Ermler, U., Baciou, L.",Biochemistry,2011,N/A,N/A,3OZV.cif,N/A
4G1B,ECN,X-RAY DIFFRACTION,3.0,Saccharomyces cerevisiae YJM789,307796,N/A,Active site analysis of yeast flavohemoglobin based on its structure with a small ligand or econazole.,"El Hammi, E., Warkentin, E., Demmer, U., Marzouki, N.M., Ermler, U., Baciou, L.",Febs J.,2012,N/A,N/A,4G1B.cif,N/A
8TF3,ECN,ELECTRON MICROSCOPY,2.94,Oryctolagus cuniculus,9986,EMD-41218,Structural mechanism of TRPV5 inhibition by econazole.,"De Jesus-Perez, J.J., Gabrielle, M., Raheem, S., Fluck, E.C., Rohacs, T., Moiseenkova-Bell, V.Y.",Structure,2024,N/A,N/A,8TF3.cif,emd_41218.map.gz
8TF4,ECN,ELECTRON MICROSCOPY,2.86,Oryctolagus cuniculus,9986,EMD-41219,Structural mechanism of TRPV5 inhibition by econazole.,"De Jesus-Perez, J.J., Gabrielle, M., Raheem, S., Fluck, E.C., Rohacs, T., Moiseenkova-Bell, V.Y.",Structure,2024,N/A,N/A,8TF4.cif,emd_41219.map.gz
1RWT,LUT,X-RAY DIFFRACTION,2.72,Spinacia oleracea,3562,N/A,Crystal structure of spinach major light-harvesting complex at 2.72 A resolution,"Liu, Z., Yan, H., Wang, K., Kuang, T., Zhang, J., Gui, L., An, X., Chang, W.",Nature,2004,N/A,N/A,1RWT.cif,N/A
3JCU,LUT,ELECTRON MICROSCOPY,3.2,Spinacia oleracea,3562,EMD-6617,Structure of spinach photosystem II-LHCII supercomplex at 3.2 A resolution,"Wei, X.P., Su, X.D., Cao, P., Liu, X.Y., Chang, W.R., Li, M., Zhang, X.Z., Liu, Z.F.",Nature,2016,N/A,N/A,3JCU.cif,emd_6617.map.gz
3PL9,LUT,X-RAY DIFFRACTION,2.8,Spinacia oleracea,3562,N/A,Structural insights into energy regulation of light-harvesting complex CP29 from spinach.,"Pan, X., Li, M., Wan, T., Wang, L., Jia, C., Hou, Z., Zhao, X., Zhang, J., Chang, W.",Nat.Struct.Mol.Biol.,2011,N/A,N/A,3PL9.cif,N/A
4LCZ,LUT,X-RAY DIFFRACTION,2.6,Spinacia oleracea,3562,N/A,Crystal structure of a multilayer packed major light-harvesting complex: implications for grana stacking in higher plants.,"Wan, T., Li, M., Zhao, X., Zhang, J., Liu, Z., Chang, W.",Mol Plant,2014,N/A,N/A,4LCZ.cif,N/A
4RKU,LUT,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Crystal structure of plant Photosystem I at 3.1 Angstrom resolution,"Mazor, Y., Borovikova, A., Greenberg, I., Nelson, N.",To be Published,N/A,N/A,N/A,4RKU.cif,N/A
4XK8,LUT,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,Structural basis for energy transfer pathways in the plant PSI-LHCI supercomplex,"Qin, X., Suga, M., Kuang, T., Shen, J.R.",Science,2015,N/A,N/A,4XK8.cif,N/A
4Y28,LUT,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,The structure of plant photosystem I super-complex at 2.8 angstrom resolution.,"Mazor, Y., Borovikova, A., Nelson, N.",Elife,2015,N/A,N/A,4Y28.cif,N/A
5L8R,LUT,X-RAY DIFFRACTION,2.6,Pisum sativum,3888,N/A,Structure of the plant photosystem I supercomplex at 2.6 angstrom resolution.,"Mazor, Y., Borovikova, A., Caspy, I., Nelson, N.",Nat Plants,2017,N/A,N/A,5L8R.cif,N/A
5XNL,LUT,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-6741,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNL.cif,emd_6741.map.gz
5XNM,LUT,ELECTRON MICROSCOPY,3.2,Pisum sativum,3888,EMD-6742,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNM.cif,emd_6742.map.gz
5XNN,LUT,ELECTRON MICROSCOPY,3.6,Pisum sativum,3888,EMD-6743,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNN.cif,emd_6743.map.gz
5XNO,LUT,ELECTRON MICROSCOPY,3.5,Pisum sativum,3888,EMD-6744,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNO.cif,emd_6744.map.gz
5ZJI,LUT,ELECTRON MICROSCOPY,3.3,Zea mays,381124; 4577,EMD-6932,Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II.,"Pan, X., Ma, J., Su, X., Cao, P., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2018,N/A,N/A,5ZJI.cif,emd_6932.map.gz
6IJJ,LUT,ELECTRON MICROSCOPY,2.89,Chlamydomonas reinhardtii,3055,EMD-9678,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJJ.cif,emd_9678.map.gz
6IJO,LUT,ELECTRON MICROSCOPY,3.3,Chlamydomonas reinhardtii,3055,EMD-9680,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJO.cif,emd_9680.map.gz
6JO5,LUT,ELECTRON MICROSCOPY,2.9,Chlamydomonas reinhardtii,3055,EMD-9853,Structure of the green algal photosystem I supercomplex with a decameric light-harvesting complex I.,"Suga, M., Ozawa, S.I., Yoshida-Motomura, K., Akita, F., Miyazaki, N., Takahashi, Y.",Nat.Plants,2019,N/A,N/A,6JO5.cif,emd_9853.map.gz
6JO6,LUT,ELECTRON MICROSCOPY,2.9,Chlamydomonas reinhardtii,3055,EMD-9854,Structure of the green algal photosystem I supercomplex with a decameric light-harvesting complex I.,"Suga, M., Ozawa, S.I., Yoshida-Motomura, K., Akita, F., Miyazaki, N., Takahashi, Y.",Nat.Plants,2019,N/A,N/A,6JO6.cif,emd_9854.map.gz
6KAC,LUT,ELECTRON MICROSCOPY,2.7,Chlamydomonas reinhardtii,3055,EMD-9955,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAC.cif,emd_9955.map.gz
6KAD,LUT,ELECTRON MICROSCOPY,3.4,Chlamydomonas reinhardtii,3055,EMD-9956,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAD.cif,emd_9956.map.gz
6KAF,LUT,ELECTRON MICROSCOPY,3.73,Chlamydomonas reinhardtii,3055,EMD-9957,Structure of a C2S2M2N2-type PSII-LHCII supercomplex from the green algaChlamydomonas reinhardtii.,"Shen, L., Huang, Z., Chang, S., Wang, W., Wang, J., Kuang, T., Han, G., Shen, J.R., Zhang, X.",Proc.Natl.Acad.Sci.USA,2019,N/A,N/A,6KAF.cif,emd_9957.map.gz
6L35,LUT,ELECTRON MICROSCOPY,3.23,Physcomitrium patens,3218,EMD-0821,Antenna arrangement and energy-transfer pathways of PSI-LHCI from the moss Physcomitrella patens.,"Yan, Q., Zhao, L., Wang, W., Pi, X., Han, G., Wang, J., Cheng, L., He, Y.K., Kuang, T., Qin, X., Sui, S.F., Shen, J.R.",Cell Discov,2021,N/A,N/A,6L35.cif,emd_0821.map.gz
6QPH,LUT,X-RAY DIFFRACTION,3.4,Dunaliella salina,3046,N/A,Structure of a minimal photosystem I from the green alga Dunaliella salina.,"Perez-Boerema, A., Klaiman, D., Caspy, I., Netzer-El, S.Y., Amunts, A., Nelson, N.",Nat.Plants,2020,N/A,N/A,6QPH.cif,N/A
6RHZ,LUT,ELECTRON MICROSCOPY,3.2,Dunaliella salina,3046,EMD-4883,Structure of a minimal photosystem I from the green alga Dunaliella salina.,"Perez-Boerema, A., Klaiman, D., Caspy, I., Netzer-El, S.Y., Amunts, A., Nelson, N.",Nat.Plants,2020,N/A,N/A,6RHZ.cif,emd_4883.map.gz
6SL5,LUT,ELECTRON MICROSCOPY,2.84,Dunaliella salina,3046,EMD-10236,Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex.,"Caspy, I., Malavath, T., Klaiman, D., Fadeeva, M., Shkolnisky, Y., Nelson, N.",Biochim Biophys Acta Bioenerg,2020,N/A,N/A,6SL5.cif,emd_10236.map.gz
6YAC,LUT,ELECTRON MICROSCOPY,2.5,Pisum sativum,3888,EMD-10746,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YAC.cif,emd_10746.map.gz
6YEZ,LUT,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-10798,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YEZ.cif,emd_10798.map.gz
6YP7,LUT,ELECTRON MICROSCOPY,3.8,Pisum sativum,3888,EMD-10865,High-Light versus Low-Light: Effects on Paired Photosystem II Supercomplex Structural Rearrangement in Pea Plants.,"Grinzato, A., Albanese, P., Marotta, R., Swuec, P., Saracco, G., Bolognesi, M., Zanotti, G., Pagliano, C.",Int J Mol Sci,2020,N/A,N/A,6YP7.cif,emd_10865.map.gz
6YXR,LUT,ELECTRON MICROSCOPY,3.4,Dunaliella salina,3046,EMD-10995,Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex.,"Caspy, I., Malavath, T., Klaiman, D., Fadeeva, M., Shkolnisky, Y., Nelson, N.",Biochim Biophys Acta Bioenerg,2020,N/A,N/A,6YXR.cif,emd_10995.map.gz
6ZOO,LUT,ELECTRON MICROSCOPY,2.74,Pisum sativum,3888,EMD-11326,Structure of plant photosystem I-plastocyanin complex reveals strong hydrophobic interactions.,"Caspy, I., Fadeeva, M., Kuhlgert, S., Borovikova-Sheinker, A., Klaiman, D., Masrati, G., Drepper, F., Ben-Tal, N., Hippler, M., Nelson, N.",Biochem.J.,2021,N/A,N/A,6ZOO.cif,emd_11326.map.gz
6ZXS,LUT,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Structure of cold grown pea Photosystem I,"Nelson, N., Caspy, I., Subramanyam, R.",To Be Published,N/A,N/A,N/A,6ZXS.cif,N/A
6ZZX,LUT,ELECTRON MICROSCOPY,2.7,Chlorella ohadii,2649997,EMD-11588,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZX.cif,emd_11588.map.gz
6ZZY,LUT,ELECTRON MICROSCOPY,3.16,Chlorella ohadii,2649997,EMD-11589,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZY.cif,emd_11589.map.gz
7A4P,LUT,ELECTRON MICROSCOPY,4.2,Chlorella ohadii,2649997,EMD-11640,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,7A4P.cif,emd_11640.map.gz
7BGI,LUT,ELECTRON MICROSCOPY,2.54,Chlamydomonas reinhardtii,3055,EMD-12180,Dimeric and high-resolution structures of Chlamydomonas Photosystem I from a temperature-sensitive Photosystem II mutant,"Caspy, I., Schwartz, T., Bayro-Kaiser, V., Fadeeva, M., Kessel, A., Ben-Tal, N., Nelson, N.",Commun Biol,2021,N/A,N/A,7BGI.cif,emd_12180.map.gz
7BLX,LUT,ELECTRON MICROSCOPY,3.15,Chlamydomonas reinhardtii,3055,EMD-12227,Dimeric and high-resolution structures of Chlamydomonas Photosystem I from a temperature-sensitive Photosystem II mutant,"Caspy, I., Schwartz, T., Bayro-Kaiser, V., Fadeeva, M., Kessel, A., Ben-Tal, N., Nelson, N.",Commun Biol,2021,N/A,N/A,7BLX.cif,emd_12227.map.gz
7D0J,LUT,ELECTRON MICROSCOPY,3.42,Chlamydomonas reinhardtii,3055,EMD-30536,Structure of photosystem I-LHCI-LHCII from the green alga Chlamydomonas reinhardtii in State 2.,"Huang, Z., Shen, L., Wang, W., Mao, Z., Yi, X., Kuang, T., Shen, J.R., Zhang, X., Han, G.",Nat Commun,2021,N/A,N/A,7D0J.cif,emd_30536.map.gz
